Language,GitURL,GitRef,BuildTool,BuildStatus,ErrorMessage
java,https://github.com/JARSpeed-Organization/JARSpeed_Application,a66f438d18321c2504c7c8df7dea91c8b158e30d,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/jeongmu1/pop-up-coffee,3799162545fc014ae964c272ac8650b6130e40cc,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/LauraRubiorb/DAM2,b76fb1265912874267bcc8b4766abd8170a22e5c,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/heshanthenura/StatCal,b5a31d4e3fa7f770708b877546009d2932d4ded6,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/Elshen105/EmployeeMangementApp,0368e06ef897ab557ba77533972917cb8651107e,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/hashtags2023/Snake_Game,611661983baceaa955bb1cd2c1527bfc5734ed2e,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/overlogic-universe/parky,ae32deacfa01e6d5ae84a8855509976cc0117b78,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/quarkusio/quarkus,1714220de3613dba2811806c14bd44d93f34c0a3,gradle,fail,Command 'gradle assemble' returned non-zero exit status 127.
java,https://github.com/uiheonn/RollyAws,8b539a6b15fd8c3d5412aeede869074b792f49bb,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/HH45137/SourceEngineAndroid,217c59eebce339c5e25ac5ca281f3a75d70cf169,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/Everyday-Programmer/AdMob-Rewarded-Video-Ads-implementation-with-Timer,73c7889d293757903ca210fa28c24ddb61095541,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/mTn210/NfTsWebSiteStore-SER,08180310c779d5ac27b434b957a52c401621fb1f,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/sskzy/EMQX_simple,af15f993343dac0f3efb6d544f3480657c4e4a5a,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/giraud/reasonml-idea-plugin,ea575e22fdc8b0ceb1681c4194408908c7caf911,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/marykim0115/spring202311,6c52c1fb15f854974516d5d5ec354d2015855c0e,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/Byyyrd/Info-Projekt-Q1,95d326b1d5a7a9a604dd17f5436f049721589ac8,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
